,subject,task_number,cross_val_score,training_score
0,43,2,0.6388888888888888,0.5555555555555556
0,44,2,0.5555555555555556,0.3333333333333333
0,45,2,0.8166666666666667,0.7777777777777778
0,46,2,0.9444444444444444,1.0
0,47,2,0.788888888888889,1.0
0,48,2,0.8944444444444445,0.8888888888888888
0,49,2,0.9388888888888889,1.0
0,50,2,0.8777777777777777,1.0
0,51,2,0.7470588235294118,0.8888888888888888
0,52,2,0.8833333333333334,1.0
0,53,2,0.6777777777777778,1.0
0,54,2,0.9277777777777778,0.8888888888888888
0,55,2,0.9722222222222221,0.8888888888888888
0,56,2,0.8,1.0
0,57,2,0.8777777777777777,0.8888888888888888
0,58,2,0.8444444444444444,1.0
0,59,2,0.6944444444444444,0.6666666666666666
0,60,2,0.7833333333333334,1.0
0,61,2,0.861111111111111,0.8888888888888888
0,62,2,0.8222222222222222,0.8888888888888888
0,63,2,0.611111111111111,0.8888888888888888
0,64,2,0.8117647058823529,1.0
0,65,2,0.8722222222222221,1.0
0,66,2,0.5833333333333333,1.0
0,67,2,0.6388888888888888,0.4444444444444444
0,68,2,0.95,1.0
0,69,2,0.7388888888888889,0.7777777777777778
0,70,2,0.8722222222222221,1.0
0,71,2,0.7333333333333333,0.8888888888888888
0,72,2,0.7058823529411764,1.0
0,73,2,0.9294117647058824,1.0
0,74,2,0.7470588235294118,0.7777777777777778
0,75,2,0.4722222222222222,1.0
0,76,2,0.6941176470588235,0.7777777777777778
0,77,2,0.9722222222222223,1.0
0,78,2,0.5277777777777778,0.6666666666666666
0,79,2,0.7944444444444445,0.8888888888888888
0,80,2,0.7611111111111111,0.8888888888888888
0,81,2,0.9833333333333334,1.0
0,82,2,0.6722222222222222,1.0
0,83,2,0.9444444444444444,1.0
0,84,2,0.55,1.0
0,85,2,0.8833333333333334,0.8888888888888888
0,86,2,0.7166666666666667,0.3333333333333333
0,87,2,0.6944444444444444,0.8888888888888888
0,88,2,0.41739130434782606,0.6666666666666666
0,89,2,0.8722222222222221,1.0
0,90,2,0.4833333333333334,0.8888888888888888
0,91,2,0.861111111111111,0.8888888888888888
0,92,2,0.4304347826086957,0.8333333333333334
0,93,2,0.65,1.0
0,94,2,0.888888888888889,0.7777777777777778
0,95,2,0.638888888888889,0.8888888888888888
0,96,2,0.47777777777777775,0.3333333333333333
0,97,2,0.5055555555555555,0.5555555555555556
0,98,2,0.7277777777777777,0.8888888888888888
0,99,2,0.6,0.7777777777777778
0,100,2,0.8928571428571429,1.0
0,101,2,0.6222222222222223,1.0
0,102,2,0.9176470588235295,1.0
0,103,2,0.8555555555555555,1.0
0,104,2,0.888888888888889,1.0
0,105,2,0.961111111111111,1.0
0,106,2,0.4076923076923077,0.8571428571428571
0,107,2,0.3777777777777778,0.4444444444444444
0,108,2,0.8166666666666667,1.0
0,1,3,0.8166666666666667,0.8888888888888888
0,2,3,0.5055555555555555,0.6666666666666666
0,3,3,0.5111111111111111,1.0
0,4,3,0.8166666666666668,0.6666666666666666
0,5,3,0.47777777777777775,0.5555555555555556
0,6,3,0.3611111111111111,1.0
0,7,3,0.8166666666666667,0.8888888888888888
0,8,3,0.5944444444444443,0.6666666666666666
0,9,3,0.36111111111111116,1.0
0,10,3,0.48888888888888893,0.7777777777777778
0,11,3,0.5333333333333333,0.7777777777777778
0,12,3,0.7777777777777779,0.7777777777777778
0,13,3,0.638888888888889,0.5555555555555556
0,14,3,0.47777777777777786,0.8888888888888888
0,15,3,0.7944444444444444,1.0
0,16,3,0.5166666666666667,0.5555555555555556
0,17,3,0.5555555555555556,0.6666666666666666
